'jin'bi 金币
'shou'wang'yu'di'shou'zhuo 兽王御敌手镯
'shou'wang'yu'di'er'zhui 兽王御敌耳坠
'shou'wang'yu'di'zhi'huan 兽王御敌指环
'shou'wang'qiang'gong'xiang'huan 兽王强攻项环
'shou'wang'qiang'gong'shou'zhuo 兽王强攻手镯
'shou'wang'qiang'gong'er'zhui 兽王强攻耳坠
'shou'wang'qiang'gong'zhi'huan 兽王强攻指环
'shou'wang'jing'zhun'xiang'huan 兽王精准项环
'shou'wang'jing'zhun'shou'zhuo 兽王精准手镯
'shou'wang'jing'zhun'er'zhui 兽王精准耳坠
'shou'wang'jing'zhun'zhi'huan 兽王精准指环
'shou'wang'zhi'yu'xiang'huan 兽王治愈项环
'shou'wang'zhi'yu'shou'zhuo 兽王治愈手镯
'shou'wang'zhi'yu'er'zhui 兽王治愈耳坠
'shou'wang'zhi'yu'zhi'huan 兽王治愈指环
'shou'wang'yong'zhou'xiang'huan 兽王咏咒项环
'shou'wang'yong'zhou'shou'zhuo 兽王咏咒手镯
'shou'wang'yong'zhou'er'zhui 兽王咏咒耳坠
'shou'wang'yong'zhou'zhi'huan 兽王咏咒指环
'yi'xiu'jia'de'qi'shi'xiang'huan 伊修加德骑士项环
'yi'xiu'jia'de'qi'shi'shou'zhuo 伊修加德骑士手镯
'yi'xiu'jia'de'qi'shi'er'zhui 伊修加德骑士耳坠
'yi'xiu'jia'de'qi'shi'zhi'huan 伊修加德骑士指环
'yi'xiu'jia'de'seng'lv'xiang'huan 伊修加德僧侣项环
'yi'xiu'jia'de'seng'lv'shou'zhuo 伊修加德僧侣手镯
'yi'xiu'jia'de'seng'lv'er'zhui 伊修加德僧侣耳坠
'yi'xiu'jia'de'seng'lv'zhi'huan 伊修加德僧侣指环
'yi'xiu'jia'de'xian'qu'xiang'huan 伊修加德先驱项环
'yi'xiu'jia'de'xian'qu'shou'zhuo 伊修加德先驱手镯
'yi'xiu'jia'de'xian'qu'er'zhui 伊修加德先驱耳坠
'yi'xiu'jia'de'xian'qu'zhi'huan 伊修加德先驱指环
'yi'xiu'jia'de'jiao'shi'xiang'huan 伊修加德教士项环
'yi'xiu'jia'de'jiao'shi'shou'zhuo 伊修加德教士手镯
'yi'xiu'jia'de'jiao'shi'er'zhui 伊修加德教士耳坠
'yi'xiu'jia'de'jiao'shi'zhi'huan 伊修加德教士指环
'yi'xiu'jia'de'shi'xue'jia'xiang'huan 伊修加德史学家项环
'yi'xiu'jia'de'shi'xue'jia'shou'zhuo 伊修加德史学家手镯
'yi'xiu'jia'de'shi'xue'jia'er'zhui 伊修加德史学家耳坠
'yi'xiu'jia'de'shi'xue'jia'zhi'huan 伊修加德史学家指环
'lan'tian'tu'xi'xiang'huan 蓝天突袭项环
'lan'tian'tu'xi'shou'zhuo 蓝天突袭手镯
'lan'tian'tu'xi'er'zhui 蓝天突袭耳坠
'lan'tian'tu'xi'zhi'huan 蓝天突袭指环
'lan'tian'bao'fu'xiang'huan 蓝天暴斧项环
'lan'tian'bao'fu'shou'zhuo 蓝天暴斧手镯
'lan'tian'bao'fu'er'zhui 蓝天暴斧耳坠
'lan'tian'bao'fu'zhi'huan 蓝天暴斧指环
'lan'tian'lie'shou'xiang'huan 蓝天猎手项环
'lan'tian'lie'shou'shou'zhuo 蓝天猎手手镯
'lan'tian'lie'shou'er'zhui 蓝天猎手耳坠
'lan'tian'lie'shou'zhi'huan 蓝天猎手指环
'lan'tian'xian'zhe'xiang'huan 蓝天贤者项环
'lan'tian'xian'zhe'shou'zhuo 蓝天贤者手镯
'lan'tian'xian'zhe'er'zhui 蓝天贤者耳坠
'lan'tian'xian'zhe'zhi'huan 蓝天贤者指环
'lan'tian'wu'zhe'xiang'huan 蓝天巫者项环
'lan'tian'wu'zhe'shou'zhuo 蓝天巫者手镯
'lan'tian'wu'zhe'er'zhui 蓝天巫者耳坠
'lan'tian'wu'zhe'zhi'huan 蓝天巫者指环
'zheng'jiao'yu'di'xiang'huan 正教御敌项环
'zheng'jiao'yu'di'shou'zhuo 正教御敌手镯
'zheng'jiao'yu'di'er'zhui 正教御敌耳坠
'zheng'jiao'yu'di'zhi'huan 正教御敌指环
'zheng'jiao'qiang'gong'xiang'huan 正教强攻项环
'zheng'jiao'qiang'gong'shou'zhuo 正教强攻手镯
'zheng'jiao'qiang'gong'er'zhui 正教强攻耳坠
'zheng'jiao'qiang'gong'zhi'huan 正教强攻指环
'zheng'jiao'jing'zhun'xiang'huan 正教精准项环
'zheng'jiao'jing'zhun'shou'zhuo 正教精准手镯
'zheng'jiao'jing'zhun'er'zhui 正教精准耳坠
'zheng'jiao'jing'zhun'zhi'huan 正教精准指环
'zheng'jiao'zhi'yu'xiang'huan 正教治愈项环
'zheng'jiao'zhi'yu'shou'zhuo 正教治愈手镯
'zheng'jiao'zhi'yu'er'zhui 正教治愈耳坠
'zheng'jiao'zhi'yu'zhi'huan 正教治愈指环
'zheng'jiao'yong'zhou'xiang'huan 正教咏咒项环
'zheng'jiao'yong'zhou'shou'zhuo 正教咏咒手镯
'zheng'jiao'yong'zhou'er'zhui 正教咏咒耳坠
'zheng'jiao'yong'zhou'zhi'huan 正教咏咒指环
'zhan'nv'shen'pan'guan'xiang'huan 战女神判官项环
'zhan'nv'shen'pan'guan'shou'zhuo 战女神判官手镯
'zhan'nv'shen'pan'guan'er'zhui 战女神判官耳坠
'zhan'nv'shen'pan'guan'zhi'huan 战女神判官指环
'zhan'nv'shen'xiu'shi'xiang'huan 战女神修士项环
'zhan'nv'shen'xiu'shi'shou'zhuo 战女神修士手镯
'zhan'nv'shen'xiu'shi'er'zhui 战女神修士耳坠
'zhan'nv'shen'xiu'shi'zhi'huan 战女神修士指环
'zhan'nv'shen'shen'guan'xiang'huan 战女神审官项环
'zhan'nv'shen'shen'guan'shou'zhuo 战女神审官手镯
'zhan'nv'shen'shen'guan'er'zhui 战女神审官耳坠
'zhan'nv'shen'shen'guan'zhi'huan 战女神审官指环
'zhan'nv'shen'ji'si'xiang'huan 战女神祭司项环
'zhan'nv'shen'ji'si'shou'zhuo 战女神祭司手镯
'zhan'nv'shen'ji'si'er'zhui 战女神祭司耳坠
'zhan'nv'shen'ji'si'zhi'huan 战女神祭司指环
'zhan'nv'shen'qu'mo'xiang'huan 战女神驱魔项环
'zhan'nv'shen'qu'mo'shou'zhuo 战女神驱魔手镯
'zhan'nv'shen'qu'mo'er'zhui 战女神驱魔耳坠
'zhan'nv'shen'qu'mo'zhi'huan 战女神驱魔指环
'sa'lei'an'guan'li'zhe'xiang'huan 萨雷安管理者项环
'sa'lei'an'guan'li'zhe'shou'zhuo 萨雷安管理者手镯
'sa'lei'an'guan'li'zhe'er'zhui 萨雷安管理者耳坠
'sa'lei'an'guan'li'zhe'zhi'huan 萨雷安管理者指环
'sa'lei'an'hun'dou'zhe'xiang'huan 萨雷安混斗者项环
'sa'lei'an'hun'dou'zhe'shou'zhuo 萨雷安混斗者手镯
'sa'lei'an'hun'dou'zhe'er'zhui 萨雷安混斗者耳坠
'sa'lei'an'hun'dou'zhe'zhi'huan 萨雷安混斗者指环
'sa'lei'an'jian'du'zhe'xiang'huan 萨雷安监督者项环
'sa'lei'an'jian'du'zhe'shou'zhuo 萨雷安监督者手镯
'sa'lei'an'jian'du'zhe'er'zhui 萨雷安监督者耳坠
'sa'lei'an'jian'du'zhe'zhi'huan 萨雷安监督者指环
'sa'lei'an'xun'dao'zhe'xiang'huan 萨雷安训导者项环
'sa'lei'an'xun'dao'zhe'shou'zhuo 萨雷安训导者手镯
'sa'lei'an'xun'dao'zhe'er'zhui 萨雷安训导者耳坠
'sa'lei'an'xun'dao'zhe'zhi'huan 萨雷安训导者指环
'sa'lei'an'zhe'xue'zhe'xiang'huan 萨雷安哲学者项环
'sa'lei'an'zhe'xue'zhe'shou'zhuo 萨雷安哲学者手镯
'sa'lei'an'zhe'xue'zhe'er'zhui 萨雷安哲学者耳坠
'sa'lei'an'zhe'xue'zhe'zhi'huan 萨雷安哲学者指环
'wa'lei'li'ya'jing'kong'qi'shi'xiang'huan 瓦雷利亚惊恐骑士项环
'wa'lei'li'ya'jing'kong'qi'shi'shou'zhuo 瓦雷利亚惊恐骑士手镯
'wa'lei'li'ya'jing'kong'qi'shi'er'zhui 瓦雷利亚惊恐骑士耳坠
'wa'lei'li'ya'jing'kong'qi'shi'zhi'huan 瓦雷利亚惊恐骑士指环
'wa'lei'li'ya'zou'si'xiang'huan 瓦雷利亚走私项环
'wa'lei'li'ya'zou'si'shou'zhuo 瓦雷利亚走私手镯
'wa'lei'li'ya'zou'si'er'zhui 瓦雷利亚走私耳坠
'wa'lei'li'ya'zou'si'zhi'huan 瓦雷利亚走私指环
'wa'lei'li'ya'qiang'shou'xiang'huan 瓦雷利亚枪手项环
'wa'lei'li'ya'qiang'shou'shou'zhuo 瓦雷利亚枪手手镯
'wa'lei'li'ya'qiang'shou'er'zhui 瓦雷利亚枪手耳坠
'wa'lei'li'ya'qiang'shou'zhi'huan 瓦雷利亚枪手指环
'wa'lei'li'ya'sa'man'xiang'huan 瓦雷利亚萨满项环
'wa'lei'li'ya'sa'man'shou'zhuo 瓦雷利亚萨满手镯
'wa'lei'li'ya'sa'man'er'zhui 瓦雷利亚萨满耳坠
'wa'lei'li'ya'sa'man'zhi'huan 瓦雷利亚萨满指环
'wa'lei'li'ya'wu'shi'xiang'huan 瓦雷利亚巫师项环
'wa'lei'li'ya'wu'shi'shou'zhuo 瓦雷利亚巫师手镯
'wa'lei'li'ya'wu'shi'er'zhui 瓦雷利亚巫师耳坠
'wa'lei'li'ya'wu'shi'zhi'huan 瓦雷利亚巫师指环
'she'ya'zhan'kui 猞牙战盔
'she'ya'xiong'jia 猞牙胸甲
'she'ya'shou'kai 猞牙手铠
'she'ya'ma'ku 猞牙马裤
'she'ya'kai'xue 猞牙铠靴
'she'ya'yao'dai 猞牙腰带
'she'shi'zhan'kui 猞式战盔
'she'shi'xiong'jia 猞式胸甲
'she'shi'shou'kai 猞式手铠
'she'shi'ma'ku 猞式马裤
'she'shi'kai'xue 猞式铠靴
'she'shi'yao'dai 猞式腰带
'ying'hui'mian'zhao 鹦喙面罩
'ying'hui'wai'tao 鹦喙外套
'ying'hui'shou'tao 鹦喙手套
'ying'hui'ma'ku 鹦喙马裤
'ying'hui'zhang'xue 鹦喙长靴
'ying'hui'yao'dai 鹦喙腰带
'ying'shi'mian'zhao 鹦式面罩
'ying'shi'wai'tao 鹦式外套
'ying'shi'shou'tao 鹦式手套
'ying'shi'ma'ku 鹦式马裤
'ying'shi'zhang'xue 鹦式长靴
'ying'shi'yao'dai 鹦式腰带
'xiao'shi'dou'mao 枭视兜帽
'xiao'shi'chang'pao 枭视长袍
'xiao'shi'hu'bi 枭视护臂
'xiao'shi'qi'bing'ku 枭视骑兵裤
'xiao'shi'zhang'xue 枭视长靴
'xiao'shi'yao'dai 枭视腰带
'xiao'shi'dou'mao 枭式兜帽
'xiao'shi'chang'pao 枭式长袍
'xiao'shi'hu'bi 枭式护臂
'xiao'shi'qi'bing'ku 枭式骑兵裤
'xiao'shi'zhang'xue 枭式长靴
'xiao'shi'yao'dai 枭式腰带
'ye'zhan'zhi'hui'guan'kui'mao 野战指挥官盔帽
'ye'zhan'zhi'hui'guan'wai'tao 野战指挥官外套
'ye'zhan'zhi'hui'guan'shou'tao 野战指挥官手套
'ye'zhan'zhi'hui'guan'gong'zuo'ku 野战指挥官工作裤
'ye'zhan'zhi'hui'guan'tong'xue 野战指挥官筒靴
'ling'yin'kuai 灵银块
'ling'yin'ding 灵银锭
'ying'yin'kuai 硬银块
'ying'yin'ding 硬银锭
'huang'jin'kuai 皇金块
'huang'jin'ding 皇金锭
'bai'tai'kuai 白钛块
'bai'tai'ding 白钛锭
'jing'jin'kuai 精金块
'jing'jin'ding 精金锭
'ling'yin'mao'ding 灵银铆钉
'bai'tai'mao'ding 白钛铆钉
'jing'jin'mao'ding 精金铆钉
'ling'yin'sha 灵银沙
'ying'yin'sha 硬银沙
'huang'jin'sha 皇金沙
'ling'yin'kuang 灵银矿
'ying'yin'kuang 硬银矿
'huang'jin'kuang 皇金矿
'bai'tai'kuang 白钛矿
'jing'jin'kuang 精金矿
'bai'yun'mu 白云母
'jin'yun'mu 金云母
'shui'cong'shi 水淙石
'hu'yan'shi 虎眼石
'ma'nao 玛瑙
'xing'hong'shi 星红石
'xing'lan'shi 星蓝石
'dan'bai'shi 蛋白石
'huang'shui'jing 黄水晶
'gui'gan'lan'shi 贵橄榄石
'yan'jing 烟晶
'hong'yu'sui 红玉髓
'shui'cong'shi'yuan'shi 水淙石原石
'hu'yan'shi'yuan'shi 虎眼石原石
'ma'nao'yuan'shi 玛瑙原石
'xing'hong'shi'yuan'shi 星红石原石
'xing'lan'shi'yuan'shi 星蓝石原石
'dan'bai'shi'yuan'shi 蛋白石原石
'huang'shui'jing'yuan'shi 黄水晶原石
'gui'gan'lan'shi'yuan'shi 贵橄榄石原石
'yan'jing'yuan'shi 烟晶原石
'hong'yu'sui'yuan'shi 红玉髓原石
'bai'yun'mu'mo'dao'shi 白云母磨刀石
'gu'niao'ge 古鸟革
'fei'long'ge 飞龙革
'zhang'jing'tuo'ge 长颈驼革
'ju'long'ge 巨龙革
'an'fei'se'long'ge 安菲瑟龙革
'shi'jiu'ge 狮鹫革
'gu'niao'de'cu'pi 古鸟的粗皮
'fei'long'de'cu'pi 飞龙的粗皮
'zhang'jing'tuo'de'cu'pi 长颈驼的粗皮
'ju'long'de'cu'pi 巨龙的粗皮
'an'fei'se'long'de'cu'pi 安菲瑟龙的粗皮
'shi'jiu'de'cu'pi 狮鹫的粗皮
'ju'xiong'de'cu'pi 巨熊的粗皮
'da'jiao'xue'ren'zhi'ya 大脚雪人之牙
'ju'long'zhi'ya 巨龙之牙
'shi'jiu'gou'zhao 狮鹫钩爪
'an'li'mu'yuan'mu 暗栗木原木
'hua'mu'yuan'mu 桦木原木
'sheng'xue'song'cai 圣雪松材
'an'li'mu'mu'cai 暗栗木木材
'zhu'sheng'li'mu'mu'cai 祝圣栗木木材
'hua'mu'mu'cai 桦木木材
'xing'hua'mu'mu'cai 星桦木木材
'an'li'shu'zhi 暗栗树枝
'hua'shu'zhi 桦树枝
'jin'he'huan'shu'pi 金合欢树皮
'hong'bu 虹布
'sheng'hong'bu 圣虹布
'qing'ma'bu 青麻布
'sheng'qing'ma'bu 圣青麻布
'qi'mei'xian'wei 奇美纤维
'xing'juan'bu 星绢布
'hong'xian 虹线
'qing'ma'xian 青麻线
'mao'chong'si 毛虫丝
'hong'mian 虹棉
'qing'ma 青麻
'qi'mei'zong'mao 奇美鬃毛
'mao'chong'jian 毛虫茧
'ling'yin'fu'mo'mo'shui 灵银附魔墨水
'ying'yin'fu'mo'mo'shui 硬银附魔墨水
'huang'jin'fu'mo'mo'shui 皇金附魔墨水
'sheng'shui 圣水
'zhu'sheng'shui 祝圣水
'xing'ji'you 星极油
'xiong'zhi 熊脂
'shui'jing'ban 水晶板
'hei'huo'yao 黑火药
'gang'li'zhi'long'yao 刚力之龙药
'qiao'li'zhi'long'yao 巧力之龙药
'nai'li'zhi'long'yao 耐力之龙药
'zhi'li'zhi'long'yao 智力之龙药
'yi'li'zhi'long'yao 意力之龙药
'long'lin 龙鳞
'shen'tong'zhi'lei 深瞳之泪
'zhang'jing'tuo'de'tuo'ye 长颈驼的唾液
'long'zu'zhi'xue 龙族之血
'long'bao'tian'ran'shui 龙堡天然水
'a'ba'la'ti'ya'tian'ran'shui 阿巴拉提亚天然水
'fu'dao'quan'shui 浮岛泉水
'xing'ji'hua 星极花
'ming'jiao'guai'de'rou 明胶怪的肉
'shuang'zu'fei'long'de'yi'mo 双足飞龙的翼膜
'han'bing'xian'jing'cao'de'ye'zi 寒冰陷阱草的叶子
'zi'zhui'hua 紫锥花
'ju'hao 菊蒿
'pu'gong'ying 蒲公英
'mao'bo'he 猫薄荷
'yun'xiang 芸香
'xiang'cai 香菜
'huang'jin'yuan'tong 皇金圆筒
'sa'wei'nai'rou'ge 萨维奈鞣革
'sa'wei'nai'juan'bu 萨维奈绢布
'a'tuo'mo'si'de'rou'pian 阿托莫斯的肉片
'jin'shu'fa'tiao 金属发条
'jin'shu'zhou'cheng 金属轴承
'lu'bing'hua'miao 鲁冰花苗
'tie'ju'ren'de'can'hai 铁巨人的残骸
'dong'fang'xiao'pan'jin'bi 东方小判金币
'wan'ju'xiang'she'ji'tu 玩具箱设计图
'chu'chou'ming'fan 除臭明矾
'guan'mu'shu'miao 灌木树苗
'mo'gu'li'de'wang'guan 莫古力的王冠
'huang'hun'rou'ge 黄昏鞣革
'ke'mu'jiang'tu'zhi 刻木匠图纸
'duan'tie'jiang'tu'zhi 锻铁匠图纸
'zhu'jia'jiang'tu'zhi 铸甲匠图纸
'diao'jin'jiang'tu'zhi 雕金匠图纸
'zhi'ge'jiang'tu'zhi 制革匠图纸
'cai'yi'jiang'tu'zhi 裁衣匠图纸
'lian'jin'shu'shi'tu'zhi 炼金术士图纸
'peng'tiao'shi'tu'zhi 烹调师图纸
'shang'yong'gong'cheng'xue'zhi'nan 商用工程学指南
'shang'yong'sheng'cun'xue'zhi'nan 商用生存学指南
'gao'ji'qiang'xin'ji 高级强心剂
'sa'lei'an'mu'ren 萨雷安木人
'xiang'ri'kui'hua'cong 向日葵花丛
'yun'shen'tu'teng 云神图腾
'wu'shen'tu'teng 武神图腾
'ge'er'di'tou'jing 戈耳狄透镜
'ge'er'di'zhang'gan 戈耳狄长杆
'ge'er'di'qu'bing 戈耳狄曲柄
'ge'er'di'tan'huang 戈耳狄弹簧
'ge'er'di'ta'ban 戈耳狄踏板
'ge'er'di'suo'lian 戈耳狄锁链
'ge'er'di'luo'shuan 戈耳狄螺栓
'shi'ying'you'chong 石蝇幼虫
'tu'zhi'zhu 土蜘蛛
'ge'bu'lin'diao'gou 哥布林钓钩
'ye'pian'diao'gou 叶片钓钩
'hong'qi'qiu'chong 红气球虫
'rong'yan'ru'chong 熔岩蠕虫
'e'mo'ru'chong 恶魔蠕虫
'can'bao'shui'zhi 残暴水蛭
'ju'xing'da'wen 巨型大蚊
'sui'bing'yu 碎冰鱼
'bai'yun'shan'hu 白云珊瑚
'bing'zhan'shen 冰战神
'tian'chong 天虫
'shan'feng'xie 山峰蟹
'li'chi'ge'li 利齿蛤蜊
'hu'dan 湖胆
'chi'ci 赤刺
'lan'ao'xia 蓝螯虾
'xing'hua 星花
'bing'chuan'he 冰川核
'mo'jiao'wo'niu 魔角蜗牛
'hei'wu'yu 黑巫鱼
're'po 热破
'ma'yi'bo'yi 麻伊博伊
'san'chun'li 三唇鲤
'niu'wa 牛蛙
'yun'yu 云鱼
'ma'hu'wa'yi 马湖瓦伊
'shi'bang 石蚌
'piao'fu'dan 飘浮蛋
'bai'ying 白影
'lan'tian'shan'hu 蓝天珊瑚
'xian'gui'ying'zun 显贵樱鳟
'jiao'ju'shi 角菊石
'tu'yan'jin'yu 凸眼金鱼
'cao'yu 草鱼
'pi'pi'la'pi'la'yu 皮皮拉皮拉鱼
'dao'yang'nian'yu 倒仰鲶鱼
'qin'wen'yu 亲吻鱼
'fa'guan'kuo'yu 法冠蛞蝓
'rong'yan'hou 熔岩鲎
'feng'bao'he 风暴核
'zhi'shi'shen'du'fu'yu 知识神杜父鱼
'ji'jia'shi'ban'yu 基迦石斑鱼
'wa'nu'tou 瓦努头
'tu'li'yu 图丽鱼
'fei'yu 肺鱼
'hu'yu 虎鱼
'xi'yue'tian'nv 夕月天女
'hua'gang'xie 花岗蟹
'huo'yao'xiao'ma 火妖小马
'chuan'chong 船虫
'lou'gu 蝼蛄
'mo'gu'qiu'qiu 莫古球球
'yan'jiang'shu 岩浆树
'yun'shang'qi'shi 云上骑士
'long'bao'lu 龙堡鲈
'shan'di'tun 山地鲀
'qiu'xue'yu 求雪鱼
'long'gu'yu 龙骨鱼
'bing'shen'yu 冰神鱼
'shi'bing'shui'mu 食冰水母
'duo'qi'yu 多鳍鱼
'bai'li'yu 白丽鱼
'an'ying'xu 暗影须
'ge'bu'mian'ju 哥布面具
'lan'se'mei'du'sha 蓝色美杜莎
'lin'jiang'luo 鳞匠螺
'hei'bian 黑鞭
'xiao'dun'kou'yuan 小钝口螈
'ya'la'ge'gao'wei'gang'kui'hou 亚拉戈高位钢盔鲎
'bai'jin'yu 白金鱼
'yi'tai'zhi'yan 以太之眼
'a'ji'zi'yu 阿济兹鱼
'shui'jing'qi 水晶鳍
'xiang'yu 香鱼
'hu'die'yu 蝴蝶鱼
'bai'qi 百鳍
'qiu'ye'yu 秋叶鱼
'mo'fan 魔帆
'tian'kong'qing'dao'fu 天空清道夫
'yan'jiang'shi 岩浆虱
'yun'gui 陨龟
'he'fei'dao 褐飞刀
'xue'shi'bei 学士贝
'shui'jian'yu 水剑鱼
'xi'shui'gong'qi'yu 西水弓鳍鱼
'qi'qiu'tun 气球鲀
'chao'ri'tian'nv 朝日天女
'huang'hun'shan'hu 黄昏珊瑚
'bai'zhang'yu 白章鱼
'long'hun 龙魂
'long'juan'sha 龙卷鲨
'gao'feng'shui'mu 高风水母
'hua'shi'gu'she'yu 化石骨舌鱼
'yuan'xing'luo'pu'ken 原型洛浦肯
'kai'men'e 凯门鳄
'zhen'guang'ceng'ju'gu'she'yu 真光层巨骨舌鱼
'qing'lan'zhi'shou'ci'yu 青蓝之手刺鱼
'gao'tian'yu 高天鱼
'wa'si'tun 瓦斯鲀
'mo'yu 魔鱼
'bu'ming'fei'xing'wu 不明飞行物
'wen'quan'yi'sheng'yu 温泉医生鱼
'ling'xie 蛉蝎
'pan'yan'yu 攀岩鱼
'xian'xue'tiao'yu 鲜血跳鱼
'yan'jing'she'yu 眼镜蛇鱼
'fei'ling 飞灵
'you'man 油鳗
'bao'shi'shui'mu 宝石水母
'zhan'jian'yu 战舰鱼
'xing'ma'long'xia 星码龙虾
'nei'lu'ci'yu 内陆刺鱼
'rong'yan'nian'yu 熔岩鲶鱼
'wu'chi'yi'long 无齿翼龙
'fei'yi'fang 飞翼鲂
'wen'quan'dan 温泉胆
'ying'zun'yu 樱鳟鱼
'jing'gui 惊龟
'hei'mo'fa'yu 黑魔法鱼
'tong'yan'yu 桶眼鱼
'luo'lei'man 落雷鳗
'fei'mao'sha'shou 飞猫杀手
'zhe'xue'gu'she'yu 哲学骨舌鱼
'sha'li'ya'ke'e 沙利亚克鳄
'rong'yan'wang 熔岩王
'yao'jing'yi'long 妖精翼龙
'xi'xue'mo'tan 吸血魔毯
'feng'bao'qi'shi 风暴骑士
'kuang'dou'yu 狂斗鱼
'mao'lin'yu 毛鳞鱼
'zhi'zuo'hong'piao'de'piao'ju 制作红票的票据
'zhi'zuo'lan'piao'de'piao'ju 制作蓝票的票据
'cai'ji'hong'piao'de'piao'ju 采集红票的票据
'cai'ji'lan'piao'de'piao'ju 采集蓝票的票据
'yi'xiu'jia'de'nai'cha 伊修加德奶茶
'dong'wu'ji'wei'jiu 冻雾鸡尾酒
're'qiao'ke'li 热巧克力
'wu'hua'guo'nai'dong 无花果奶冻
'suo'mu'a'er'li'zi'dan'gao 索姆阿尔栗子蛋糕
'li'zi'bing'gao 栗子冰糕
'jiao'tang'niu'nai'sha'si 焦糖牛奶沙司
'kai'sa'mian'bao 凯撒面包
'yi'xiu'jia'de'song'bing 伊修加德松饼
'yi'xiu'jia'de'san'ming'zhi 伊修加德三明治
'bian'tao'ren'niu'jiao'mian'bao 扁桃仁牛角面包
'jian'niu'gan'jun 煎牛肝菌
'mo'gu'sha'la 蘑菇沙拉
'yan'kao'xiang'yu 盐烤香鱼
'jun'zheng'pi'pi'la'yu 菌蒸皮皮拉鱼
'xiang'kao'hu'dan 香烤湖胆
'mo'she'niao'rou'wan 魔蛇鸟肉丸
'huang'jia'zheng'dan 皇家蒸蛋
'e'ke'a'ni'si'zha'rou'pai 俄刻阿尼斯炸肉排
'zhi'shi'ju'yang'cong'tang 芝士焗洋葱汤
'luo'fu'tan'shan'yang'tang 洛夫坦山羊汤
'lv'bao'shi'tang 绿宝石汤
'xian'bei'geng 鲜贝羹
'dun'fan'qie 炖番茄
'cai'bao'rou 菜包肉
'qian'ceng'zhang'jing'tuo'ju'ye'cai 千层长颈驼焗野菜
'bao'xin'ka'bei'ji 包心卡贝基
'qian'ceng'zhang'jing'tuo'dun'ye'cai 千层长颈驼炖野菜
'xian'hong'luo'lan'mei'pai 鲜红罗兰莓派
'guan'kong'niao'dan 冠恐鸟蛋
'e'ke'a'ni'si'dan 俄刻阿尼斯蛋
'luo'fu'tan'shan'yang'xue'hua'rou 洛夫坦山羊雪花肉
'zhang'jing'tuo'rou 长颈驼肉
'e'ke'a'ni'si'rou 俄刻阿尼斯肉
'mo'she'niao'rou 魔蛇鸟肉
'xiao'bao'xin'cai 小包心菜
'yun'hai'yang'cong 云海洋葱
'lv'bao'shi'dou 绿宝石豆
'gao'di'xiao'mai 高地小麦
'gao'di'xiao'mai'fen 高地小麦粉
'ku'er'zha'si'cha'ye 库尔札斯茶叶
'hui'xiang 茴香
'ku'er'zha'si'qing'cong 库尔札斯青葱
'rong'yan'tian'cai 熔岩甜菜
'huang'jia'ke'ke'dou'fen 皇家可可豆粉
'mei'la'xi'di'ya'zhi'ma 美拉西迪亚芝麻
'mao'niu'nai 牦牛奶
'yi'xiu'jia'de'ning'meng 伊修加德柠檬
'dan'huang'jiang 蛋黄酱
'hua'mu'shu'zhi 桦木树汁
'hua'mu'tang'jiang 桦木糖浆
'mao'li'zi 毛栗子
'mao'niu'nai'you 牦牛奶油
'fa'jiao'huang'you 发酵黄油
'jiu'shi'jie'wu'hua'guo 旧世界无花果
'yun'hai'xiang'jiao 云海香蕉
'san'mo 伞蘑
'niu'gan'jun 牛肝菌
'ka'bei'ji'ye'cai 卡贝基野菜
'a'ba'la'ti'ya'yan'yan 阿巴拉提亚岩盐
'tian'bian'tao 甜扁桃
'long'bao'hong'la'jiao 龙堡红辣椒
'xian'hong'luo'lan'mei 鲜红罗兰莓
'xian'tang'bao 鲜汤宝
'jiang'you 酱油
'wei'ceng 味噌
'gao'di'gan'mian 高地干面
'zhang'man'sheng'tai'de'shi'dao 长满生苔的石刀
'zhang'man'sheng'tai'de'shi'qiang 长满生苔的石枪
'zhang'man'sheng'tai'de'shi'pan 长满生苔的石盘
'cang'tian'shi 苍天石
'jia'long'de'gang 加隆德钢
'shen'hong'fu'mo'mo'shui 深红附魔墨水
'shen'hong'gao'wei'fu'mo'mo'shui 深红高位附魔墨水
'cui'lv'fu'mo'mo'shui 翠绿附魔墨水
'cui'lv'gao'wei'fu'mo'mo'shui 翠绿高位附魔墨水
'bi'lan'fu'mo'mo'shui 碧蓝附魔墨水
'bi'lan'gao'wei'fu'mo'mo'shui 碧蓝高位附魔墨水
'tian'ran'nian'tu 天然黏土
'shi'fen'nian'tu 石粉黏土
'lian'jin'shu'zhi 炼金树脂
'zhu'pian 竹片
'qing'mu'fei'cai 轻木废材
'qing'mu'mu'cai 轻木木材
'lian'jin'xian'wei 炼金纤维
'mo'ke'xue'xian'wei 魔科学纤维
'shen'se'shui'jing 深色水晶
'shen'se'jing'cu 深色晶簇
'gao'chun'du'jiao'tan 高纯度焦炭
'la'ji'ke'ying'hua'chu'mei 拉吉克硬化触媒
'ling'mu'shu'ye'kuai 灵木树液块
'yue'guang'si 月光丝
'wu'wei'shou'zhi 无味兽脂
'wei'guang'ling'sha 微光灵砂
'xiao'guang'ling'sha 晓光灵砂
'da'di'ling'sha 大地灵砂
'da'shu'ling'sha 大树灵砂
'da'hai'ling'sha 大海灵砂
'hui'tong'kuang 辉铜矿
'chi'tong'kuang 赤铜矿
'long'bao'hu'ji'sheng 龙堡槲寄生
